DateLong,Venue,Year,ShortDate
"September 10, 1972","Hollywood Palladium, Hollywood, CA",1972,1972-09-10
"September 15, 1972","Boston Music Hall, Boston, MA",1972,1972-09-15
"September 16, 1972","Boston Music Hall, Boston, MA",1972,1972-09-16
"September 17, 1972","Baltimore Civic Center, Baltimore, MD",1972,1972-09-17
"September 19, 1972","Roosevelt Stadium, Jersey City, NJ",1972,1972-09-19
"September 21, 1972","The Spectrum, Philadelphia, PA",1972,1972-09-21
"September 23, 1972","The Palace Theater, Waterbury, CT",1972,1972-09-23
"September 24, 1972","The Palace Theater, Waterbury, CT",1972,1972-09-24
"September 26, 1972","Stanley Theatre, Early Show Pittsburgh, PA",1972,1972-09-26
"September 27, 1972","Stanley Theatre, Early Show Pittsburgh, PA",1972,1972-09-27
"September 28, 1972","Stanley Theatre, Early Show Pittsburgh, PA",1972,1972-09-28
"September 30, 1972","Reeves Field, American U. Washington, DC",1972,1972-09-30
"October 2, 1972","Springfield Civic Center, Springfield, MA",1972,1972-10-02
"October 9, 1972","Winterland Arena, San Francisco, CA",1972,1972-10-09
"October 17, 1972","Fox Theatre, St. Louis, MO",1972,1972-10-17
"October 18, 1972","Fox Theatre, St. Louis, MO",1972,1972-10-18
"October 19, 1972","Fox Theatre, St. Louis, MO",1972,1972-10-19
"October 21, 1972","Vanderbilt U., Nashville, TN",1972,1972-10-21
"October 23, 1972","Milwaukee Performing Arts Center, Milwaukee, WI",1972,1972-10-23
"October 24, 1972","Milwaukee Performing Arts Center, Milwaukee, WI",1972,1972-10-24
"October 26, 1972","Cincinnati Music Hall, Cincinnati, OH",1972,1972-10-26
"October 27, 1972","Veterans' Memorial Hall, Columbus, OH",1972,1972-10-27
"October 28, 1972","Cleveland Public Hall, Cleveland, OH",1972,1972-10-28
"October 30, 1972","Ford Auditorium, Detriot, MI",1972,1972-10-30
"November 12, 1972","Soldiers' and Sailors' Memorial Hall, Kansas City, KS",1972,1972-11-12
"November 13, 1972","Soldiers' and Sailors' Memorial Hall, Kansas City, KS",1972,1972-11-13
"November 14, 1972","Oklahoma City Music Hall, Oklahoma City, OK",1972,1972-11-14
"November 15, 1972","Oklahoma City Music Hall, Oklahoma City, OK",1972,1972-11-15
"November 17, 1972","Century II Convention Hall, Wichita, KS",1972,1972-11-17
"November 18, 1972","Hofheinz Pavilion, Houston, TX",1972,1972-11-18
"November 19, 1972","Hofheinz Pavilion, Houston, TX",1972,1972-11-19
"November 22, 1972","Austin Municipal Auditorium, Austin, TX",1972,1972-11-22
"November 24, 1972","Dallas Memorial Auditorium, Dallas, TX",1972,1972-11-24
"November 26, 1972","San Antonio Civic Auditorium, San Antonio, TX",1972,1972-11-26
"December 10, 1972","Winterland Arena, San Francisco, CA",1972,1972-12-10
"December 11, 1972","Winterland Arena, San Francisco, CA",1972,1972-12-11
"December 12, 1972","Winterland Arena, San Francisco, CA",1972,1972-12-12
"December 15, 1972","Long Beach Arena, Long Beach, CA",1972,1972-12-15
"December 31, 1972","Winterland Arena, San Francisco, CA",1972,1972-12-31
